id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16253557,Small room with  garden view,44175289,,,De Pijp - Rivierenbuurt,52.34484,4.8982,Private room,83,2,74,2019-06-17,2.38,3,178
16254232,"Space & comfort + 2BRM @De Pijp, perfect location!",31005879,Sebastiaan,,De Pijp - Rivierenbuurt,52.35719,4.89216,Entire home/apt,185,3,3,2017-04-09,0.11,1,0
16254318,Ruimte en licht in BB222 in de Oude Pijp,102253386,Ben,,De Pijp - Rivierenbuurt,52.35608,4.89582,Private room,130,2,141,2019-07-02,4.60,1,285
16262533,Beautiful light appartement near Vondelpark,68552238,Ilona,,Zuid,52.3537,4.85136,Entire home/apt,150,2,11,2019-06-07,0.35,1,3
16263479,Luxury APT | near CITY CENTER | Roof terrace,65859990,Martijn,,Zuid,52.35475,4.87411,Entire home/apt,175,2,23,2019-06-02,0.75,207,18
16263796,Colourful & Modern APT | near CITY CENTER,65859990,Martijn,,Centrum-West,52.38262,4.88522,Entire home/apt,153,3,26,2019-01-03,0.85,207,0
16265237,Sunny & Cozy apartment available in A'dam West,4662724,Philine,,De Baarsjes - Oud-West,52.37044,4.86057,Entire home/apt,200,3,4,2017-04-16,0.13,2,0
16265721,Spacious & bright apartment in a lovely local area,106368785,Rinse,,Westerpark,52.38002,4.87018,Entire home/apt,110,2,1,2017-03-13,0.04,1,0
16265950,Stylish & Characteristic Rooftop Apartment,5979593,Tiffany,,Centrum-Oost,52.37071,4.90797,Entire home/apt,199,3,3,2017-04-30,0.10,1,0
16266396,Cozy apartment with balcony in quiet South area,106373958,Kasper,,De Pijp - Rivierenbuurt,52.34225,4.90714,Entire home/apt,90,2,11,2018-08-07,0.36,1,0
16269728,Cosy Room with Canal View in front of Westerpark,13659453,Vincenzo,,Westerpark,52.38545,4.8712,Private room,66,3,23,2019-01-02,0.74,2,0
16270674,Big modern loft for interior lover 2-4 persons,39451523,Annikó,,Slotervaart,52.3501,4.83969,Entire home/apt,150,2,25,2019-07-07,1.14,2,350
16270715,Lovely 86m2 Luxurious Apartment,14408672,Joshua,,Slotervaart,52.36698,4.83498,Entire home/apt,500,2,6,2017-08-14,0.19,3,89
16270813,Fantastic ground floor apartment in the center!,62678360,Menke,,De Pijp - Rivierenbuurt,52.35389,4.88795,Entire home/apt,145,4,22,2019-07-05,0.88,1,309
16277689,Lovely apartment - PIJP,106467757,Jeja & Bob,,De Pijp - Rivierenbuurt,52.3566,4.9005,Entire home/apt,130,3,12,2018-05-07,0.39,1,0
16278253,Modern & Spacious Apartment near Westerpark,28141752,Milla,,Bos en Lommer,52.38203,4.85222,Entire home/apt,90,2,2,2017-01-19,0.07,1,0
16280897,Trendy (garden) apartment Amsterdam city centre,7269376,Nassira,,Oud-Oost,52.34949,4.91371,Entire home/apt,125,2,41,2019-06-24,1.37,1,1
16282378,Light and spacious apartment near center,78409362,Juriaan,,Bos en Lommer,52.38355,4.85461,Entire home/apt,150,2,17,2019-06-12,0.63,1,16
16282611,Room in cozy apartment in the citycentre,72860330,Ju,,Centrum-Oost,52.36328,4.8862,Private room,65,3,20,2019-05-26,0.65,1,0
16284951,"Simple style, lovely location.",12452138,Maaike,,Zuid,52.3526,4.85525,Private room,72,1,1,2016-12-18,0.03,1,0
16285191,"Luxe, light, spacious appartment - best location!",6995450,Marieke,,Centrum-Oost,52.3624,4.88906,Entire home/apt,100,3,8,2019-03-28,0.37,1,0
16287279,Beautiful apartment on the Dam square!,36506918,Vagarsh,,Centrum-West,52.3728,4.89444,Entire home/apt,180,5,13,2019-05-01,0.49,1,7
16291449,Cozy apartment near RAI,5734479,Mirka,,De Pijp - Rivierenbuurt,52.34599,4.88885,Entire home/apt,145,2,27,2019-04-20,0.88,1,189
16292533,Perfect familiehuis in Amsterdam-Noord,106587525,Duka,,Oud-Noord,52.39163,4.9494,Entire home/apt,150,4,7,2018-08-26,0.23,1,12
16292686,Private room in cozy apartment,65371869,Daphne,,Oostelijk Havengebied - Indische Buurt,52.35922,4.93444,Private room,75,2,7,2017-10-25,0.23,1,0
16294769,Beautiful apartment in Adam-West. Next to Jordaan,40042248,Flavien,,Westerpark,52.37648,4.87228,Entire home/apt,150,2,1,2017-01-01,0.03,1,0
16295793,PENTHOUSE APT with ROOF TERRACE | CITY CENTER,79611446,Zoe,,De Pijp - Rivierenbuurt,52.35353,4.90404,Entire home/apt,110,2,2,2017-09-15,0.09,1,0
16296544,"Quiet, comfortable & light with amazing views",6573688,Diederik,,Buitenveldert - Zuidas,52.34172,4.86794,Private room,95,12,9,2018-10-31,0.48,2,1
16298977,Nieuwmarkt | Elegant | Great location | Quiet area,11125718,Maarten,,Centrum-Oost,52.37042,4.90894,Entire home/apt,120,6,117,2019-06-22,3.76,3,70
16301227,Nice Double bedroom at Amsterdam North (Noord),106653886,B,,Oud-Noord,52.38666,4.92126,Private room,53,2,154,2019-07-03,4.95,1,101
16301432,Beautiful apartment at the perfect location!,106654876,Desi,,Centrum-Oost,52.36416,4.88467,Entire home/apt,120,2,5,2017-05-09,0.16,1,0
16305353,Rembrandtplein Amsterdam City Centre Apertment,53716298,Bert,,Centrum-Oost,52.36529,4.89544,Entire home/apt,250,2,29,2019-06-23,1.20,1,0
16306148,Family Home | CITY CENTRE | Perfect for Kids,65859990,Martijn,,De Baarsjes - Oud-West,52.35939,4.85108,Entire home/apt,100,3,12,2018-06-24,0.46,207,0
16306480,Trendy comfortable apartment and sunny garden 75m2,105584879,Saskia,,De Baarsjes - Oud-West,52.36519,4.85215,Entire home/apt,154,2,16,2018-01-01,0.56,1,0
16309838,Beautiful apartment wth canal view close to Center,9668629,Carlos,,Westerpark,52.38496,4.86923,Private room,150,7,0,,,1,0
16317272,Very nice apartment in Amsterdam!,46779856,Marlies,,Oud-Oost,52.36326,4.92552,Entire home/apt,199,5,22,2018-05-09,0.72,1,0
16318081,"Charming, spacious and great location",18428254,Ianthe,,De Pijp - Rivierenbuurt,52.34898,4.89573,Entire home/apt,200,2,31,2019-01-05,1.01,1,1
16318223,Spacious apt with huge balcony & amazing city view,1039498,Sanne,,Oud-Noord,52.3961,4.90466,Entire home/apt,100,2,20,2019-03-25,0.68,1,0
16318625,Charming spacious apartment,106794760,Lotte,,Bos en Lommer,52.37329,4.84832,Entire home/apt,76,4,6,2017-08-17,0.21,1,0
16319032,Spacious 2-bedroom apartment near the 'Pijp'  area,76810710,Florike,,De Pijp - Rivierenbuurt,52.34528,4.90316,Entire home/apt,254,1,8,2017-09-03,0.26,1,0
16319674,"Hotspot apt in ""De Pijp"" next to museum quarter!",11792203,Emiel,,De Pijp - Rivierenbuurt,52.35661,4.8876,Entire home/apt,129,2,1,2016-12-31,0.03,1,0
16320941,Cozy room in the Heart of Amsterdam,39501938,Rehan,,Buitenveldert - Zuidas,52.33693,4.87296,Entire home/apt,79,2,6,2018-01-01,0.20,1,0
16328199,Centre of Amsterdam at a canal,70126257,Tobias,,Centrum-Oost,52.36251,4.91288,Entire home/apt,85,2,8,2018-01-28,0.27,1,0
16328331,Lovely apartment with sunny private garden,8505391,Meike,,De Pijp - Rivierenbuurt,52.34644,4.88808,Entire home/apt,110,2,1,2017-10-03,0.05,1,9
16328584,Cool and light Apt. near Jordaan+Central Station,3286734,Sandra,,Westerpark,52.38442,4.87984,Entire home/apt,150,2,4,2017-01-20,0.13,1,0
16328805,Enjoy Amsterdam in this beautiful apartment!,106881878,L.A.M.,,Oostelijk Havengebied - Indische Buurt,52.36419,4.94322,Entire home/apt,85,12,14,2018-08-06,0.45,1,0
16329047,Private Cozy Room in Amsterdam,106882352,Elizabeth,,De Baarsjes - Oud-West,52.37221,4.85564,Private room,62,2,111,2019-06-24,3.62,1,37
16329181,Cosy apartment in a very trendy neigbourhood,106884629,Andrea,,Oostelijk Havengebied - Indische Buurt,52.36537,4.93352,Entire home/apt,85,2,7,2019-06-21,0.69,1,0
16330136,Cozy apartment in the east,2054914,Lodewijk,,Oud-Oost,52.35884,4.91956,Entire home/apt,125,2,31,2019-07-04,1.00,1,0
16332019,"Cozy studio, perfect location!",61627339,Michelle,,De Baarsjes - Oud-West,52.36324,4.87549,Entire home/apt,60,1,11,2018-07-15,0.35,1,0
16333022,2 double beds in seperate rooms with a nice view,47499392,Inge,,Bijlmer-Oost,52.32244,4.98695,Private room,115,2,4,2018-09-09,0.19,6,0
16334654,Bright apartment with sunny balconies,8156784,Floris,,Bos en Lommer,52.37848,4.85343,Entire home/apt,125,2,11,2017-09-17,0.41,1,0
16339923,2 prachtige privé-kamers op karakteristiek schip,27203229,Babet,,IJburg - Zeeburgereiland,52.36074,4.99153,Private room,99,2,43,2019-06-16,1.40,2,188
16340349,Stylish & comfortable apartment with roof terrace,64145968,Harry,,Oostelijk Havengebied - Indische Buurt,52.36447,4.93591,Entire home/apt,120,3,29,2019-06-10,0.98,1,3
16340640,NEW city centre APARTMENT - popular Jordaan area!,4841032,Menno,,Centrum-West,52.37409,4.8791,Private room,129,1,137,2019-06-21,4.47,1,319
16340883,A studio for one person,106986148,Brigita,,Slotervaart,52.35347,4.83133,Entire home/apt,35,6,0,,,2,0
16341879,Saint Claire 1,44168250,Ruben,,Centrum-West,52.3684,4.89352,Entire home/apt,150,3,2,2019-01-23,0.33,22,297
16342080,Comfortable apt with balcony near Museumplein,106999868,Jan Karel,,Zuid,52.34297,4.86099,Entire home/apt,79,2,5,2018-06-23,0.16,1,9
16342515,Saint Claire 2,44168250,Ruben,,Centrum-West,52.3699,4.89278,Entire home/apt,150,3,14,2019-06-04,0.68,22,286
16342692,"Luxurious and Warm Apartment, Great Location",107005133,Mattijs,,Oud-Oost,52.36182,4.92655,Entire home/apt,140,2,12,2018-01-01,0.39,1,0
16343842,Classic Amsterdam Apt. Perfect getaway for two.,7922782,Soraya,,Centrum-West,52.37548,4.89429,Entire home/apt,60,5,0,,,1,0
16344025,AmsterdamBase,104389329,Jo,,Centrum-West,52.37284,4.8985,Entire home/apt,1600,1,10,2019-05-20,0.35,2,360
16344505,AmsterdamStag Stay,104389329,Jo,,Centrum-West,52.37407,4.90089,Entire home/apt,999,1,8,2018-05-23,0.27,2,359
16344860,"Live like an Amsterdamer, next to the Jordaan.",29812774,Mirjam,,Westerpark,52.37532,4.87404,Entire home/apt,143,4,5,2019-01-01,0.16,1,9
16344881,"Elegant, Monumental & Bright with Garden @Jordaan!",105619435,Victoria,,Centrum-West,52.38,4.88497,Entire home/apt,180,3,13,2017-07-31,0.47,1,0
16345713,New cozy studio fully furnished for 2 persons,28762138,Joyce,,Watergraafsmeer,52.33875,4.91928,Entire home/apt,140,3,9,2019-01-03,0.29,1,0
16346917,Bright apartment in quiet part of city center,29981251,Susanne,,Centrum-Oost,52.36871,4.91804,Entire home/apt,96,4,4,2018-06-07,0.15,1,0
16348923,Typical charming Amsterdam house in famous Jordaan,19622888,Belle,,Centrum-West,52.37727,4.88107,Entire home/apt,225,2,27,2019-05-05,0.88,1,6
16349328,Chic 18th Century Apartment Next to Dam Square,2386514,Roman,,Centrum-West,52.37423,4.89273,Entire home/apt,100,3,16,2019-05-05,0.54,1,3
16350016,Boutique Luxury - central & quiet!,102064815,Kirsten,,Zuid,52.35964,4.87073,Entire home/apt,120,3,196,2019-06-25,6.39,2,209
16352821,Water bungalow with big garden near CentralStation,2991842,Tania,,Oud-Noord,52.38927,4.90272,Entire home/apt,250,3,7,2019-07-01,0.25,1,118
16354116,Unique bohemian apartment at great area | 2P,8543470,Peter,,Watergraafsmeer,52.35509,4.93263,Entire home/apt,150,2,24,2019-06-25,0.77,1,0
16355117,Central Vondelpark Apartment,19094953,Sharon,,Zuid,52.35195,4.8566,Entire home/apt,300,3,15,2019-06-30,0.71,2,62
16356689,Part of perfect central apartment,68683210,Jesper,,Centrum-West,52.36651,4.89566,Private room,70,1,0,,,1,0
16357774,Room in panoramic apartment in a park,21158795,Ella & Anton,,Slotervaart,52.3638,4.8445,Private room,75,2,19,2019-06-18,4.42,1,162
16358656,Spacious but cosy apt in Adam South incl. 2 bikes,8125119,Eefje,,Zuid,52.34417,4.86104,Entire home/apt,88,2,0,,,1,0
16358728,Super 2 Bedroom Apartment in the Pijp Amsterdam,14874061,Jasper,,De Pijp - Rivierenbuurt,52.35625,4.88899,Entire home/apt,100,2,1,2017-08-01,0.04,19,0
16358769,Beautiful large apartment next to Vondelpark,88077505,Jenni,,De Baarsjes - Oud-West,52.35728,4.85525,Entire home/apt,125,8,0,,,1,0
16360498,"Sunny, spacious and centrally located house",23179135,Bart & Manon,,Oud-Noord,52.38594,4.91058,Entire home/apt,205,3,2,2017-02-08,0.07,2,0
16361106,Hip apartment next to Amstel river & the Pijp,4329209,Sophie,,Oud-Oost,52.35598,4.90945,Entire home/apt,320,2,20,2019-05-19,0.73,2,69
16361896,Unique ground-floor apartment with garden in West,15440492,Goos & Arno,,De Baarsjes - Oud-West,52.36557,4.85129,Entire home/apt,149,3,0,,,1,0
16363349,Westerpark Housing,2717366,Helen,,Westerpark,52.38525,4.88185,Private room,96,3,90,2019-06-23,2.96,1,284
16364915,Intimate room close to the city centre!,60225972,Noor,,Oud-Noord,52.38575,4.91691,Private room,74,2,41,2018-07-24,1.50,1,0
16369953,Delightful bright apartment in Bos en Lommer,20399470,Hester,,Bos en Lommer,52.38065,4.84973,Entire home/apt,75,5,0,,,1,0
16370355,"Lovely, bright family apartment, nice neighborhood",107172093,Annabel,,De Pijp - Rivierenbuurt,52.34661,4.89346,Entire home/apt,135,6,4,2019-01-05,0.13,1,0
16371446,GREAT apt. with balcony!,87871054,Wouter,,Westerpark,52.37595,4.87428,Entire home/apt,79,2,16,2019-03-24,0.52,6,0
16371891,Stylish & Comfortable at the Jordaan & City Centre,25680734,Joan,,Centrum-West,52.37468,4.8829,Entire home/apt,150,3,27,2018-12-01,0.96,1,0
16372941,Beautiful apartment in upcoming North of Amsterdam,107230919,Anne,,Noord-West,52.40756,4.8988,Entire home/apt,150,2,0,,,1,0
16373133,One room in a beautiful apartment Amsterdam East,64332239,Jan,,Oostelijk Havengebied - Indische Buurt,52.36479,4.94174,Private room,45,9,4,2017-09-10,0.13,1,0
16374467,Awesome apartment on Vondelpark,107248677,San,,De Baarsjes - Oud-West,52.36134,4.8699,Entire home/apt,180,2,31,2019-05-26,1.01,1,0
16375413,Beautiful Apt in Old-West. The best place to be!,26917345,Nick,,De Baarsjes - Oud-West,52.3634,4.86143,Entire home/apt,90,4,5,2019-02-23,0.16,1,0
16376319,Spacious and clean apartment in Amsterdam North,107262947,Wieneke,,Noord-Oost,52.40509,4.94335,Entire home/apt,55,181,0,,,1,363
16378597,Bright and cosy apartment,746397,Thamar,,Zuid,52.34771,4.84664,Entire home/apt,75,2,0,,,1,0
16379079,"Beautiful bright trendy apartment, bikes included",107282462,Charlotte,,De Baarsjes - Oud-West,52.36026,4.85143,Entire home/apt,120,4,22,2019-06-28,0.71,1,19
16385016,Modern sunny canal-view apartment,107329404,Sebastiaan,,De Baarsjes - Oud-West,52.37159,4.85632,Entire home/apt,155,6,9,2019-06-24,0.35,1,0
16386937,kerstaanbieding amsterdam centrum,76744839,Erik,,Centrum-West,52.37306,4.89865,Entire home/apt,180,2,0,,,1,0
16387389,Beautiful houseboat on the Amstel river,107344918,Andreas,,Oud-Oost,52.35751,4.90693,Entire home/apt,180,2,9,2017-03-26,0.29,1,0
16387435,Sunny apartment with great view and location,68849017,Rutger,,Oud-Noord,52.38177,4.9156,Entire home/apt,70,2,4,2017-02-20,0.13,1,0
16387547,"Quiet, spacious apartment across from Vondelpark",6274857,Charlotte,,De Baarsjes - Oud-West,52.3604,4.8596,Entire home/apt,120,2,2,2017-01-02,0.07,1,0
16388616,Cosy private studio on Houseboat in'De Jordaan',72546470,Tom & Dorien,,Westerpark,52.38166,4.87862,Private room,115,2,82,2019-06-13,2.67,2,171
16389105,Cosy Private Room With A View On A Houseboat,72546470,Tom & Dorien,,Centrum-West,52.37981,4.88065,Private room,135,3,46,2019-07-01,1.49,2,171
16389362,Classic Apartment,8558897,Alex,,Centrum-Oost,52.36313,4.88451,Entire home/apt,199,1,104,2019-06-09,3.55,7,2
16390121,Private Room NK,9641814,Victoire,,De Baarsjes - Oud-West,52.36741,4.87725,Private room,119,1,76,2019-06-20,2.44,2,148
16390447,Lovely Studio in the centre of the Jordaan.,107367516,Clint,,Centrum-West,52.37654,4.88457,Entire home/apt,72,3,30,2019-07-05,0.98,1,3
16391366,"spacious comfortable canalstudio , near  Jordaan",107372728,Magda,,Centrum-West,52.38358,4.88572,Entire home/apt,187,3,45,2019-03-28,1.47,1,166
16393456,Cactus Family Flat - quiet haven near City Center,422024,Kiki,,Westerpark,52.38949,4.89021,Entire home/apt,220,5,10,2019-06-14,0.37,1,7
16394113,"Cozy, relaxing apartment in Amsterdam West!",107386553,Wouter,,De Baarsjes - Oud-West,52.36624,4.85231,Entire home/apt,115,2,18,2019-06-01,0.59,1,0
16398884,Friendly apartment in the center of Amsterdam,107433693,Leopoldo,,Westerpark,52.38945,4.88838,Entire home/apt,95,2,27,2019-01-01,0.88,1,0
16399869,Kleine 2-persoonsslaapkamer,70194496,Mo,,Gaasperdam - Driemond,52.30013,4.99856,Private room,65,2,9,2019-04-28,0.29,3,169
16401179,Exclusive canal apartment at a romantic Brouwersgracht,107448990,Malou,,Centrum-West,52.37901,4.8915,Private room,115,1,76,2019-06-21,2.47,2,298
16401315,Lily's City Apartment,107451990,Oliver,,Centrum-West,52.37436,4.89161,Private room,160,3,75,2019-06-27,2.45,2,241
16401807,Romantic & cozy souterrain studio | City Centre,107448990,Malou,,Centrum-West,52.37815,4.89139,Entire home/apt,112,1,105,2019-06-30,3.41,2,310
16402029,Spacious private family home,107456103,Eline,,De Pijp - Rivierenbuurt,52.35606,4.88946,Entire home/apt,160,2,19,2019-01-05,0.67,1,271
16404688,"Nice family home, 15 min from A'dam CS, bikes incl",107474210,Marleen,,Oud-Noord,52.39159,4.93686,Entire home/apt,204,4,17,2019-01-03,0.55,1,14
16405376,Beautiful Huge Canal Amsterdam House,107478497,Quirine,,Centrum-West,52.3721,4.88666,Entire home/apt,285,1,9,2019-05-03,0.29,1,0
16405499,Cozy room close to the Center,107481045,Meltem & Rik,,De Baarsjes - Oud-West,52.37163,4.85367,Private room,55,2,28,2017-10-21,0.92,1,0
16409237,Emma's City Apartment,107451990,Oliver,,Centrum-West,52.3757,4.89171,Private room,160,3,76,2019-07-07,2.48,2,294
16409349,Double room in a shared apartment,49971934,Sedef,,De Aker - Nieuw Sloten,52.34691,4.8206,Private room,65,2,31,2017-11-01,1.01,1,0
16411584,Single Room with double bed in Amsterdam east,83673574,Enrico,,Oostelijk Havengebied - Indische Buurt,52.36232,4.94415,Private room,31,18,0,,,1,0
16411764,Live the Amsterdam life in Adam West,55527731,Arnoud,,De Baarsjes - Oud-West,52.36353,4.85167,Private room,65,1,6,2017-07-16,0.22,2,0
16413162,Renovated apartment with balcony,12266373,Laura,,De Baarsjes - Oud-West,52.36507,4.86495,Entire home/apt,199,3,28,2019-06-17,0.95,1,7
16414754,Museumsquare Luxury House 200 m2 & 3 Bedrooms!,19947214,Roeland,,Zuid,52.35697,4.88471,Entire home/apt,249,5,3,2018-05-06,0.10,1,9
16419663,Fantastische loft in Amsterdam West,8916868,Hilmina,,Bos en Lommer,52.37976,4.84563,Entire home/apt,160,2,26,2019-06-23,0.84,1,359
16420325,Top appartement in de Pijp,37154997,Wijnand,,De Pijp - Rivierenbuurt,52.35693,4.90334,Entire home/apt,140,3,8,2018-04-05,0.26,5,0
16420575,Cosy Apartment is Amsterdam with a Roof Terrace,4977396,Lesley,,Westerpark,52.37494,4.87337,Entire home/apt,375,3,1,2017-09-17,0.05,5,175
16420950,Beautiful 1-bedroom apartment in heart of De Pijp,89800982,Adam,,De Pijp - Rivierenbuurt,52.35666,4.8969,Entire home/apt,175,1,8,2019-07-08,0.49,1,0
16422292,Loft apartment with the best view in Amsterdam,107649052,Naomi,,De Pijp - Rivierenbuurt,52.35421,4.90493,Entire home/apt,200,2,36,2019-06-16,1.34,2,11
16422457,Cosy deluxe spacious garden 'huis',471709,Rob,,Watergraafsmeer,52.35545,4.94071,Entire home/apt,179,3,25,2019-07-06,0.82,1,27
16423120,Beautiful house in city centre,43086941,Roeland,,Centrum-West,52.37284,4.89513,Private room,120,1,4,2017-07-30,0.13,1,0
16424739,Luxury Design Appartment with Canal view,18586879,Wiggert,,Bos en Lommer,52.37442,4.84884,Entire home/apt,99,3,1,2017-09-16,0.05,1,0
16425583,Macnificent family appartment in Amsterdam,17905452,David,,Zuid,52.35499,4.87967,Entire home/apt,250,3,3,2019-04-26,0.24,1,10
16426041,Athmospheric Amsterdam complete house,13090722,Bernard,,Watergraafsmeer,52.35238,4.92847,Entire home/apt,89,7,0,,,1,0
16426692,Lovely studio with a stunning view,107554572,Antonio,,Bos en Lommer,52.37678,4.84638,Entire home/apt,89,2,25,2018-07-28,0.93,1,27
16431304,Modern apartment in the West of Amsterdam,107223176,Carlos,,Bos en Lommer,52.37948,4.84723,Entire home/apt,100,2,3,2017-09-05,0.11,1,0
16432765,Cosy apartment in buzzing area close to Foodhallen,107745115,Paul,,De Baarsjes - Oud-West,52.37313,4.86279,Entire home/apt,100,2,6,2017-03-30,0.21,1,0
16433458,Cozy & spacious appartment in Amsterdam West,31125195,Amy,,Slotervaart,52.36623,4.84032,Entire home/apt,180,5,23,2019-05-20,0.75,2,29
16433507,Spacious Double Bedroom in shared apartment,2219725,Dylan,,Westerpark,52.38292,4.87119,Private room,100,3,24,2019-06-28,0.78,1,104
16435018,Canal View! | Luxurious Canal House Apt | City Centre,107762360,Johan,,Centrum-Oost,52.36516,4.88562,Private room,200,2,72,2019-06-22,2.34,2,265
16435639,Mooi appartement in de Pijp in Amsterdam!,37154997,Wijnand,,De Pijp - Rivierenbuurt,52.3586,4.9032,Entire home/apt,80,3,5,2018-07-14,0.16,5,0
16436272,Cosy apartment near the Jordaan and City Centre,107771924,Kamil,,Westerpark,52.38761,4.88379,Entire home/apt,110,2,5,2017-02-19,0.17,1,0
16436324,Roof terrace | City Centre! | Amazing Deluxe Apt,107762360,Johan,,Centrum-Oost,52.36345,4.88489,Private room,188,2,41,2019-06-23,1.36,2,314
16437751,Fully renovated design apartment on Canals (95m2),26143652,Suze,,Centrum-Oost,52.36376,4.89921,Entire home/apt,320,2,1,2018-01-02,0.05,1,51
16438704,"Family appartment, 2 floors, 90m2, bath, roof top!",12645774,Menno,,Bos en Lommer,52.37736,4.86042,Entire home/apt,180,3,19,2019-06-09,0.62,1,8
16438770,Family Tranquil heaven. Amstel/De Pijp,4156667,Chris,,De Pijp - Rivierenbuurt,52.35692,4.90422,Entire home/apt,190,5,4,2019-01-04,0.13,1,0
16439464,"Bright, clean & modern apartment in Amsterdam West",106826450,Teun,,De Baarsjes - Oud-West,52.37241,4.8514,Entire home/apt,120,2,0,,,1,0
16439756,VERY SPACIOUS 1 BEDROOM APT+BALCONY+ROOF TERRACE!,12895041,Dirkjan,,Zuid,52.35006,4.84877,Entire home/apt,110,2,2,2017-02-09,0.07,1,0
16439868,Spacious design apartment,11941167,Maartje,,De Pijp - Rivierenbuurt,52.34114,4.89624,Entire home/apt,180,3,9,2017-10-02,0.33,1,0
16444017,Madurodam (small but nice place),27347814,S.,,Oostelijk Havengebied - Indische Buurt,52.36445,4.93376,Private room,75,2,43,2019-06-24,1.39,1,132
16445136,Luxurious & Stylish APT | near CITY CENTER,65859990,Martijn,,Oud-Oost,52.35101,4.91341,Entire home/apt,74,2,7,2017-12-29,0.26,207,23
16445235,Huge 4p apartment with garden | Anne Frank House,107857549,Joram,,De Baarsjes - Oud-West,52.37311,4.87498,Entire home/apt,131,1,54,2019-06-20,1.84,1,278
16445458,Spacious  family house in Amsterdam West,5560205,Matt,,Slotervaart,52.36343,4.82734,Entire home/apt,150,1,7,2018-04-21,0.26,1,37
16445619,Cosy Studio for max 2p next to Westerpark,66092906,Vlien,,Westerpark,52.38884,4.87826,Entire home/apt,70,2,4,2017-05-04,0.13,1,0
16445787,cozy apartment with big rooftop in the jordaan,107863257,Jakub,,Centrum-West,52.38294,4.8873,Entire home/apt,150,2,17,2019-04-22,0.65,1,4
16447799,"Luxurious, cosy and renovated apt. near Vondelpark",60471615,Elisa,,Zuid,52.34485,4.85913,Entire home/apt,130,2,2,2017-08-14,0.07,1,0
16447937,Cosy apartment in the city centre,107882151,Thom,,Centrum-West,52.38205,4.88073,Entire home/apt,245,2,39,2019-06-03,1.26,1,0
16448872,Modern apartment in the famous Oosterpark district,17183299,Rutger,,Oud-Oost,52.36119,4.92611,Entire home/apt,96,2,14,2019-03-03,0.51,1,0
16449094,Studio near city centre,53017246,Manon,,Watergraafsmeer,52.33956,4.9186,Private room,85,1,38,2019-07-01,1.24,1,7
16451125,Lovely open space apartment with wide open views,7514032,Ella,,Westerpark,52.38988,4.89142,Entire home/apt,129,5,5,2017-12-10,0.19,1,0
16452536,lovely appartement near Oosterpark,107919976,Geert,,Oud-Oost,52.35678,4.9229,Entire home/apt,140,3,20,2018-04-29,0.68,1,0
16459266,Cosy apt. in Adam south next to the Vondelpark,107982559,Narveet,,Zuid,52.3513,4.85437,Entire home/apt,117,1,22,2018-06-01,0.81,2,0
16459594,Apartment including garden near Vondelpark,5749898,Friso,,Zuid,52.3556,4.8505,Entire home/apt,110,5,6,2017-08-16,0.20,1,0
16459632,Modern Studio with Kitchenette and Patio.,7019438,Joek,,Bijlmer-Centrum,52.31567,4.95343,Entire home/apt,79,3,124,2019-06-20,4.03,1,239
16460395,Excellent location in city center of Amsterdam,89380505,Elisa,,Centrum-Oost,52.36437,4.8842,Entire home/apt,385,3,29,2019-05-25,0.95,1,11
16461340,"Pretty & Bright, canal view apt. @ Vondelpark area",25781457,Ireen,,Zuid,52.35202,4.85388,Entire home/apt,130,3,13,2018-11-12,0.45,1,0
16465113,Best apartment in the Pijp!,17721710,Philip,,De Pijp - Rivierenbuurt,52.35542,4.90177,Entire home/apt,545,2,6,2017-04-25,0.19,1,0
16465779,Great Studio in Beautiful Old South Amsterdam,18374903,Grant,,Zuid,52.34567,4.87039,Entire home/apt,115,2,14,2019-05-19,1.19,1,0
16465994,Cosy and spacious apartment,108033103,Dani,,Oostelijk Havengebied - Indische Buurt,52.36357,4.93492,Private room,99,2,0,,,1,0
16467329,"Charming apartment with balcony, Vondelpark-area",10220134,Mette,,Zuid,52.35112,4.8552,Entire home/apt,90,2,3,2017-01-08,0.10,1,0
16471009,Amazing apt at the famous Dam square,108093960,Hans,,Centrum-West,52.37217,4.89471,Entire home/apt,252,2,16,2018-10-27,0.52,1,0
16473749,Room in modern apartment 19 min from the center,19077876,Francesco,,Bijlmer-Centrum,52.32593,4.94924,Private room,300,3,5,2018-04-29,0.19,1,133
16475031,Houseboat in the center of Amsterdam with terrace,108135789,Stephan,,Centrum-Oost,52.37195,4.90716,Entire home/apt,200,30,12,2017-07-16,0.43,1,335
16475228,Cosy apartment very close to the City Centre,108137053,Rebecca,,Westerpark,52.38911,4.88568,Entire home/apt,110,2,1,2017-01-01,0.03,1,0
16483224,Cosy apartment,34167420,Eric-Jan,,De Pijp - Rivierenbuurt,52.34571,4.89733,Entire home/apt,90,5,1,2019-06-06,0.91,1,0
16484035,Cosy and light canal apartment in city centre,3260805,Robert,,Centrum-West,52.37103,4.88271,Entire home/apt,359,2,9,2017-03-28,0.29,1,0
16484735,"Modern house with garden, close to center",3224082,Dieuwke & AJ,,Oud-Oost,52.35869,4.935,Entire home/apt,129,2,12,2019-05-04,0.39,1,12
